GCF_ID	Specimen	BGC_Count	MIBiG	Source	Representative_BGC	GCF_Type	Mean_Length	Mean_Gene_Count
GCF_00011088	Gut_unclassified	1		EBI	HMBGC00008593	RiPPs	15889.0	16.0
GCF_00011089	Gut_unclassified	1		EBI	HMBGC00008594	RiPPs	11465.0	16.0
GCF_00011090	Gut_unclassified	1		EBI	HMBGC00008595	RiPPs	10447.0	12.0
GCF_00011094	Gut_unclassified	1		EBI	HMBGC00008599	RiPPs	20878.0	22.0
GCF_00011096	Gut_unclassified	1		EBI	HMBGC00008601	RiPPs	12586.0	10.0
GCF_00011097	Gut_unclassified	1		EBI	HMBGC00008602	RiPPs	20573.0	21.0
GCF_00011098	Gut_unclassified	1		EBI	HMBGC00008603	RiPPs	5463.0	6.0
GCF_00011099	Gut_unclassified	1		EBI	HMBGC00008604	RiPPs	5345.0	7.0
GCF_00011100	Gut_unclassified	1		EBI	HMBGC00008605	RiPPs	22847.0	23.0
GCF_00011101	Gut_unclassified	1		EBI	HMBGC00008606	RiPPs	21692.0	21.0
GCF_00011102	Gut_colon	1		EBI	HMBGC00008607	RiPPs	15426.0	15.0
GCF_00011104	Gut_unclassified,Gut_colon	2		EBI	HMBGC00008608	RiPPs	20357.0	17.5
GCF_00011105	Gut_unclassified	1		EBI	HMBGC00008610	RiPPs	13652.0	13.0
GCF_00011106	Gut_unclassified	1		EBI	HMBGC00008611	RiPPs	20603.0	18.0
GCF_00011107	Gut_unclassified	1		EBI	HMBGC00008612	RiPPs	21407.0	17.0
GCF_00011108	Gut_unclassified	1		EBI	HMBGC00008613	RiPPs	22023.0	20.0
GCF_00011109	Gut_unclassified	1		EBI	HMBGC00008614	RiPPs	35974.0	32.0
GCF_00011110	Gut_unclassified	1		EBI	HMBGC00008615	RiPPs	23111.0	27.0
GCF_00011111	Gut_unclassified	1		EBI	HMBGC00008616	RiPPs	2862.0	5.0
GCF_00011112	Gut_colon	1		EBI	HMBGC00008617	RiPPs	21800.0	23.0
GCF_00011113	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00008618	RiPPs	18674.0	17.5
GCF_00011114	Gut_colon	1		EBI	HMBGC00008619	RiPPs	11931.0	10.0
GCF_00011115	Gut_colon	1		EBI	HMBGC00008620	RiPPs	21356.0	17.0
GCF_00011116	Gut_unclassified	1		EBI	HMBGC00008621	RiPPs	11707.0	8.0
GCF_00011117	Gut_unclassified	1		EBI	HMBGC00008622	RiPPs	19901.0	16.0
GCF_00011118	Gut_unclassified	1		EBI	HMBGC00008623	RiPPs	40363.0	37.0
GCF_00011119	Gut_unclassified	1		EBI	HMBGC00008624	RiPPs	20228.0	20.0
GCF_00011120	Gut_unclassified	1		EBI	HMBGC00008625	RiPPs	20495.0	23.0
GCF_00011121	Gut_unclassified	1		EBI	HMBGC00008626	RiPPs	12507.0	10.0
GCF_00011122	Gut_unclassified	1		EBI	HMBGC00008627	RiPPs	10673.0	11.0
GCF_00011123	Gut_unclassified	1		EBI	HMBGC00008628	RiPPs	17118.0	17.0
GCF_00011125	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008630	RiPPs	21494.0	17.0
GCF_00011127	Gut_unclassified	1		EBI	HMBGC00008632	RiPPs	21625.0	17.0
GCF_00011128	Gut_unclassified	2		EBI	HMBGC00008629	RiPPs	21183.0	17.0
GCF_00011129	Gut_unclassified	2		EBI	HMBGC00008634	RiPPs	10293.0	12.0
GCF_00011131	Gut_unclassified	1		EBI	HMBGC00008636	RiPPs	9814.0	13.0
GCF_00011132	Gut_unclassified	1		EBI	HMBGC00008637	RiPPs	20706.0	27.0
GCF_00011133	Gut_unclassified	1		EBI	HMBGC00008638	RiPPs	14048.0	20.0
GCF_00011134	Gut_unclassified	1		EBI	HMBGC00008639	RiPPs	8819.0	8.0
GCF_00011135	Oral_unclassified,Gut_unclassified	3		JGI,EBI	HMBGC00008640	RiPPs	10030.0	10.7
GCF_00011138	Gut_unclassified	1		EBI	HMBGC00008643	RiPPs	13586.0	14.0
GCF_00011140	Oral_unclassified,Gut_unclassified	3		JGI,EBI,NCBI_PRJNA28331	HMBGC00008645	RiPPs	15817.0	15.3
GCF_00011141	Oral_unclassified	1		EBI	HMBGC00008646	RiPPs	12873.0	18.0
GCF_00011142	Oral_unclassified,Gut_unclassified	2		JGI,EBI	HMBGC00008647	RiPPs	18539.0	14.0
GCF_00011144	Gut_unclassified	1		EBI	HMBGC00008649	RiPPs	35313.0	35.0
GCF_00011145	Gut_unclassified	1		EBI	HMBGC00008650	RiPPs	20444.0	22.0
GCF_00011146	Gut_unclassified	1		EBI	HMBGC00008651	RiPPs	20261.0	19.0
GCF_00011147	Gut_unclassified	1		EBI	HMBGC00008652	RiPPs	21066.0	25.0
GCF_00011148	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008653	RiPPs	15800.0	16.0
GCF_00011150	Gut_unclassified	1		EBI	HMBGC00008655	RiPPs	25494.0	25.0
GCF_00011151	Gut_unclassified	1		EBI	HMBGC00008656	RiPPs	20258.0	22.0
GCF_00011154	Gut_unclassified	1		EBI	HMBGC00008659	RiPPs	21662.0	19.0
GCF_00011155	Gut_unclassified,Gut_colon	3		EBI	HMBGC00008660	RiPPs	21431.3	22.7
GCF_00011156	Gut_unclassified	1		EBI	HMBGC00008661	RiPPs	11490.0	8.0
GCF_00011157	Gut_unclassified	1		EBI	HMBGC00008662	RiPPs	10594.0	9.0
GCF_00011158	Gut_unclassified	2		EBI	HMBGC00008663	RiPPs	14217.0	15.5
GCF_00011160	Gut_unclassified	1		EBI	HMBGC00008665	RiPPs	4553.0	5.0
GCF_00011161	Gut_unclassified	1		EBI	HMBGC00008666	RiPPs	3183.0	2.0
GCF_00011162	Gut_unclassified	1		EBI	HMBGC00008667	RiPPs	11743.0	18.0
GCF_00011164	Gut_unclassified	1		EBI	HMBGC00008669	RiPPs	7916.0	8.0
GCF_00011165	Gut_unclassified	1		EBI	HMBGC00008670	RiPPs	16064.0	11.0
GCF_00011166	Gut_unclassified	1		EBI	HMBGC00008671	RiPPs	16360.0	16.0
GCF_00011167	Gut_unclassified	1		EBI	HMBGC00008672	RiPPs	24307.0	19.0
GCF_00011168	Gut_unclassified	1		EBI	HMBGC00008673	RiPPs	5771.0	7.0
GCF_00011175	Gut_unclassified	1		EBI	HMBGC00008680	RiPPs	26740.0	29.0
GCF_00011176	Gut_unclassified	2		EBI	HMBGC00008681	RiPPs	10897.5	11.0
GCF_00011178	Gut_unclassified	1		EBI	HMBGC00008683	RiPPs	20591.0	18.0
GCF_00011179	Gut_unclassified	1		EBI	HMBGC00008684	RiPPs	4170.0	5.0
GCF_00011180	Gut_unclassified	1		EBI	HMBGC00008685	RiPPs	18948.0	18.0
GCF_00011181	Gut_unclassified	1		EBI	HMBGC00008686	RiPPs	11129.0	13.0
GCF_00011182	Gut_unclassified	1		EBI	HMBGC00008687	RiPPs	23722.0	20.0
GCF_00011184	Gut_unclassified	2		EBI	HMBGC00008688	RiPPs	15452.0	17.0
GCF_00011185	Gut_unclassified	1		EBI	HMBGC00008690	RiPPs	20707.0	21.0
GCF_00011186	Gut_unclassified	1		EBI	HMBGC00008691	RiPPs	13211.0	14.0
GCF_00011187	Gut_unclassified	2		EBI	HMBGC00008692	RiPPs	11061.5	8.5
GCF_00011188	Gut_colon	1		EBI	HMBGC00008693	RiPPs	11779.0	9.0
GCF_00011189	Gut_colon	2		EBI	HMBGC00008694	RiPPs	10168.5	8.5
GCF_00011192	Gut_colon	2		EBI	HMBGC00008697	RiPPs	9329.5	8.0
GCF_00011193	Gut_unclassified	1		EBI	HMBGC00008698	RiPPs	8155.0	11.0
GCF_00011194	Gut_colon	1		EBI	HMBGC00008699	RiPPs	20264.0	20.0
GCF_00011195	Gut_colon	1		EBI	HMBGC00008700	RiPPs	4704.0	6.0
GCF_00011196	Gut_colon	1		EBI	HMBGC00008701	RiPPs	4102.0	5.0
GCF_00011197	Gut_colon	1		EBI	HMBGC00008702	RiPPs	3791.0	5.0
GCF_00011198	Gut_colon	1		EBI	HMBGC00008703	RiPPs	11681.0	9.0
GCF_00011199	Gut_colon	1		EBI	HMBGC00008704	RiPPs	18324.0	19.0
GCF_00011202	Gut_colon,Gut_unclassified	3		EBI	HMBGC00008707	RiPPs	14081.0	15.0
GCF_00011203	Gut_colon	1		EBI	HMBGC00008708	RiPPs	4741.0	6.0
GCF_00011204	Gut_colon	1		EBI	HMBGC00008709	RiPPs	2413.0	3.0
GCF_00011205	Gut_colon	1		EBI	HMBGC00008710	RiPPs	19885.0	17.0
GCF_00011206	Gut_colon	1		EBI	HMBGC00008711	RiPPs	21356.0	22.0
GCF_00011207	Gut_colon	1		EBI	HMBGC00008712	RiPPs	7232.0	12.0
GCF_00011208	Gut_colon	1		EBI	HMBGC00008713	RiPPs	5513.0	5.0
GCF_00011209	Gut_colon	1		EBI	HMBGC00008714	RiPPs	21398.0	14.0
GCF_00011210	Gut_colon	2		EBI	HMBGC00008715	RiPPs	19946.5	17.0
GCF_00011212	Gut_colon	1		EBI	HMBGC00008717	RiPPs	20666.0	17.0
GCF_00011213	Gut_colon	1		EBI	HMBGC00008718	RiPPs	13190.0	14.0
GCF_00011214	Gut_colon	1		EBI	HMBGC00008719	RiPPs	20270.0	20.0
GCF_00011215	Gut_colon	1		EBI	HMBGC00008720	RiPPs	20288.0	14.0
GCF_00011216	Gut_colon	1		EBI	HMBGC00008721	RiPPs	12157.0	6.0
GCF_00011217	Gut_colon	1		EBI	HMBGC00008722	RiPPs	16881.0	18.0
GCF_00011218	Gut_colon	1		EBI	HMBGC00008723	RiPPs	21626.0	18.0
GCF_00011219	Gut_colon	1		EBI	HMBGC00008724	RiPPs	8210.0	6.0
GCF_00011220	Gut_colon	1		EBI	HMBGC00008725	RiPPs	13466.0	13.0
GCF_00011221	Gut_colon	1		EBI	HMBGC00008726	RiPPs	20399.0	13.0
GCF_00011222	Gut_colon	1		EBI	HMBGC00008727	RiPPs	20795.0	26.0
GCF_00011223	Gut_colon	1		EBI	HMBGC00008728	RiPPs	17515.0	16.0
GCF_00011224	Gut_colon	1		EBI	HMBGC00008729	RiPPs	21602.0	16.0
GCF_00011225	Gut_colon	1		EBI	HMBGC00008730	RiPPs	20267.0	16.0
GCF_00011226	Gut_colon	1		EBI	HMBGC00008731	RiPPs	20808.0	20.0
GCF_00011227	Gut_colon	1		EBI	HMBGC00008732	RiPPs	9541.0	12.0
GCF_00011228	Gut_colon	1		EBI	HMBGC00008733	RiPPs	20156.0	19.0
GCF_00011229	Gut_colon	1		EBI	HMBGC00008734	RiPPs	6373.0	8.0
GCF_00011230	Gut_colon	1		EBI	HMBGC00008735	RiPPs	12717.0	10.0
GCF_00011231	Gut_colon	1		EBI	HMBGC00008736	RiPPs	20158.0	16.0
GCF_00011232	Gut_colon	1		EBI	HMBGC00008737	RiPPs	16814.0	15.0
GCF_00011233	Gut_colon	1		EBI	HMBGC00008738	RiPPs	10654.0	6.0
GCF_00011234	Gut_colon	1		EBI	HMBGC00008739	RiPPs	20576.0	17.0
GCF_00011235	Gut_colon	1		EBI	HMBGC00008740	RiPPs	20570.0	23.0
GCF_00011236	Gut_colon	1		EBI	HMBGC00008741	RiPPs	26122.0	22.0
GCF_00011237	Gut_colon	1		EBI	HMBGC00008742	RiPPs	8399.0	9.0
GCF_00011238	Gut_colon	1		EBI	HMBGC00008743	RiPPs	4336.0	5.0
GCF_00011239	Gut_colon	1		EBI	HMBGC00008744	RiPPs	20730.0	22.0
GCF_00011240	Gut_colon	1		EBI	HMBGC00008745	RiPPs	34750.0	28.0
GCF_00011241	Gut_colon	1		EBI	HMBGC00008746	RiPPs	20264.0	17.0
GCF_00011242	Gut_colon	1		EBI	HMBGC00008747	RiPPs	20573.0	15.0
GCF_00011243	Gut_colon	1		EBI	HMBGC00008748	RiPPs	20979.0	23.0
GCF_00011244	Gut_colon	1		EBI	HMBGC00008749	RiPPs	11754.0	11.0
GCF_00011245	Gut_colon	1		EBI	HMBGC00008750	RiPPs	10896.0	11.0
GCF_00011246	Gut_unclassified	1		EBI	HMBGC00008751	RiPPs	18004.0	15.0
GCF_00011248	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008752	RiPPs	20285.0	20.5
GCF_00011249	Gut_colon	1		EBI	HMBGC00008754	RiPPs	20276.0	16.0
GCF_00011250	Gut_colon	2		EBI	HMBGC00008755	RiPPs	21619.0	18.5
GCF_00011252	Gut_colon	1		EBI	HMBGC00008757	RiPPs	20713.0	18.0
GCF_00011253	Gut_colon	1		EBI	HMBGC00008758	RiPPs	21362.0	17.0
GCF_00011254	Gut_colon	1		EBI	HMBGC00008759	RiPPs	21478.0	16.0
GCF_00011255	Gut_colon	1		EBI	HMBGC00008760	RiPPs	21617.0	19.0
GCF_00011256	Gut_colon	1		EBI	HMBGC00008761	RiPPs	15294.0	11.0
GCF_00011257	Gut_colon	1		EBI	HMBGC00008762	RiPPs	20264.0	16.0
GCF_00011259	Gut_colon	1		EBI	HMBGC00008764	RiPPs	6701.0	6.0
GCF_00011260	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008765	RiPPs	14862.0	14.0
GCF_00011262	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008767	RiPPs	23614.0	25.0
GCF_00011264	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008769	RiPPs	17268.0	15.5
GCF_00011266	Gut_colon	1		EBI	HMBGC00008771	RiPPs	20267.0	19.0
GCF_00011267	Gut_colon	1		EBI	HMBGC00008772	RiPPs	20267.0	18.0
GCF_00011268	Gut_colon	1		EBI	HMBGC00008773	RiPPs	18835.0	17.0
GCF_00011269	Gut_colon	1		EBI	HMBGC00008774	RiPPs	15318.0	20.0
GCF_00011270	Gut_unclassified	1		EBI	HMBGC00008775	RiPPs	20753.0	20.0
GCF_00011271	Gut_colon	1		EBI	HMBGC00008776	RiPPs	13758.0	11.0
GCF_00011272	Gut_colon	1		EBI	HMBGC00008777	RiPPs	20806.0	21.0
GCF_00011273	Gut_colon	1		EBI	HMBGC00008778	RiPPs	20471.0	20.0
GCF_00011274	Gut_colon	1		EBI	HMBGC00008779	RiPPs	21619.0	20.0
GCF_00011275	Gut_colon	1		EBI	HMBGC00008780	RiPPs	20567.0	22.0
GCF_00011276	Gut_colon	1		EBI	HMBGC00008781	RiPPs	20267.0	25.0
GCF_00011277	Gut_colon	1		EBI	HMBGC00008782	RiPPs	20447.0	20.0
GCF_00011278	Gut_colon	1		EBI	HMBGC00008783	RiPPs	21508.0	20.0
GCF_00011280	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008784	RiPPs	13755.5	11.0
GCF_00011281	Gut_colon	1		EBI	HMBGC00008786	RiPPs	5129.0	7.0
GCF_00011282	Gut_colon	1		EBI	HMBGC00008787	RiPPs	18909.0	19.0
GCF_00011283	Gut_colon	2		EBI	HMBGC00008788	RiPPs	20483.0	28.0
GCF_00011285	Gut_colon	1		EBI	HMBGC00008790	RiPPs	20267.0	14.0
GCF_00011286	Gut_colon	1		EBI	HMBGC00008791	RiPPs	20267.0	21.0
GCF_00011287	Gut_colon	1		EBI	HMBGC00008792	RiPPs	20282.0	14.0
GCF_00011288	Gut_colon	1		EBI	HMBGC00008793	RiPPs	20276.0	18.0
GCF_00011289	Gut_colon	1		EBI	HMBGC00008794	RiPPs	3979.0	3.0
GCF_00011290	Gut_colon	1		EBI	HMBGC00008795	RiPPs	2285.0	4.0
GCF_00011291	Gut_colon	1		EBI	HMBGC00008796	RiPPs	12592.0	12.0
GCF_00011292	Gut_colon	1		EBI	HMBGC00008797	RiPPs	5685.0	6.0
GCF_00011293	Gut_colon	1		EBI	HMBGC00008798	RiPPs	15916.0	15.0
GCF_00011294	Gut_colon	1		EBI	HMBGC00008799	RiPPs	19754.0	18.0
GCF_00011296	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008800	RiPPs	14801.0	10.0
GCF_00011297	Gut_colon	1		EBI	HMBGC00008802	RiPPs	21596.0	14.0
GCF_00011298	Gut_colon	1		EBI	HMBGC00008803	RiPPs	20736.0	19.0
GCF_00011299	Gut_colon	2		EBI	HMBGC00008804	RiPPs	24729.0	23.0
GCF_00011302	Gut_colon	1		EBI	HMBGC00008807	RiPPs	24990.0	22.0
GCF_00011303	Gut_colon	1		EBI	HMBGC00008808	RiPPs	25994.0	25.0
GCF_00011304	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008805	RiPPs	21775.0	18.5
GCF_00011305	Gut_colon	1		EBI	HMBGC00008810	RiPPs	5068.0	9.0
GCF_00011306	Gut_colon	1		EBI	HMBGC00008811	RiPPs	4789.0	5.0
GCF_00011307	Gut_colon	1		EBI	HMBGC00008812	RiPPs	2489.0	4.0
GCF_00011308	Gut_colon	1		EBI	HMBGC00008813	RiPPs	20270.0	18.0
GCF_00011309	Gut_unclassified	1		EBI	HMBGC00008814	RiPPs	14316.0	12.0
GCF_00011310	Gut_colon	1		EBI	HMBGC00008815	RiPPs	10933.0	11.0
GCF_00011311	Gut_colon	1		EBI	HMBGC00008816	RiPPs	21626.0	21.0
GCF_00011312	Gut_colon	1		EBI	HMBGC00008817	RiPPs	21428.0	18.0
GCF_00011313	Gut_colon	1		EBI	HMBGC00008818	RiPPs	20279.0	13.0
GCF_00011314	Gut_colon	1		EBI	HMBGC00008819	RiPPs	20279.0	13.0
GCF_00011315	Gut_colon	1		EBI	HMBGC00008820	RiPPs	17640.0	13.0
GCF_00011316	Gut_colon	1		EBI	HMBGC00008821	RiPPs	10810.0	12.0
GCF_00011317	Gut_colon	1		EBI	HMBGC00008822	RiPPs	23841.0	23.0
GCF_00011318	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008823	RiPPs	12554.0	11.0
GCF_00011320	Gut_colon	1		EBI	HMBGC00008825	RiPPs	18588.0	16.0
GCF_00011321	Gut_unclassified	1		EBI	HMBGC00008826	RiPPs	20636.0	12.0
GCF_00011322	Gut_colon	1		EBI	HMBGC00008827	RiPPs	15330.0	15.0
GCF_00011323	Gut_colon	1		EBI	HMBGC00008828	RiPPs	20579.0	17.0
GCF_00011324	Gut_colon	1		EBI	HMBGC00008829	RiPPs	20318.0	20.0
GCF_00011327	Gut_unclassified,Gut_colon	10		EBI	HMBGC00008832	RiPPs	9357.6	10.2
GCF_00011329	Gut_colon	1		EBI	HMBGC00008834	RiPPs	15852.0	17.0
GCF_00011330	Gut_colon	1		EBI	HMBGC00008835	RiPPs	11905.0	14.0
GCF_00011331	Gut_colon	1		EBI	HMBGC00008836	RiPPs	20264.0	19.0
GCF_00011332	Gut_colon	1		EBI	HMBGC00008837	RiPPs	21615.0	18.0
GCF_00011333	Gut_colon	1		EBI	HMBGC00008838	RiPPs	14749.0	16.0
GCF_00011334	Gut_colon	1		EBI	HMBGC00008839	RiPPs	20648.0	15.0
GCF_00011335	Gut_colon	1		EBI	HMBGC00008840	RiPPs	2660.0	5.0
GCF_00011336	Gut_colon	1		EBI	HMBGC00008841	RiPPs	20745.0	24.0
GCF_00011337	Gut_colon	1		EBI	HMBGC00008842	RiPPs	20727.0	24.0
GCF_00011338	Gut_colon	1		EBI	HMBGC00008843	RiPPs	15839.0	21.0
GCF_00011339	Gut_colon	1		EBI	HMBGC00008844	RiPPs	19745.0	18.0
GCF_00011340	Gut_colon	1		EBI	HMBGC00008845	RiPPs	16655.0	16.0
GCF_00011341	Gut_colon	1		EBI	HMBGC00008846	RiPPs	20727.0	23.0
GCF_00011343	Gut_colon	1		EBI	HMBGC00008848	RiPPs	20728.0	20.0
GCF_00011344	Gut_unclassified	1		EBI	HMBGC00008849	RiPPs	13030.0	17.0
GCF_00011345	Gut_colon	1		EBI	HMBGC00008850	RiPPs	20716.0	20.0
GCF_00011346	Gut_colon,Gut_unclassified	2		EBI	HMBGC00008847	RiPPs	20722.0	18.5
GCF_00011347	Gut_unclassified	1		EBI	HMBGC00008852	RiPPs	16067.0	15.0
GCF_00011348	Gut_unclassified	1		EBI	HMBGC00008853	RiPPs	20725.0	21.0
GCF_00011349	Gut_colon	1		EBI	HMBGC00008854	RiPPs	11692.0	9.0
GCF_00011350	Gut_colon	1		EBI	HMBGC00008855	RiPPs	20264.0	20.0
GCF_00011351	Gut_colon	1		EBI	HMBGC00008856	RiPPs	3420.0	3.0
GCF_00011352	Gut_colon	1		EBI	HMBGC00008857	RiPPs	14247.0	15.0
GCF_00011353	Gut_colon	1		EBI	HMBGC00008858	RiPPs	17533.0	20.0
GCF_00011354	Gut_colon	1		EBI	HMBGC00008859	RiPPs	10810.0	8.0
GCF_00011355	Gut_colon	1		EBI	HMBGC00008860	RiPPs	10601.0	13.0
GCF_00011356	Gut_colon	1		EBI	HMBGC00008861	RiPPs	9468.0	8.0
GCF_00011357	Gut_colon	1		EBI	HMBGC00008862	RiPPs	12861.0	8.0
GCF_00011358	Gut_colon	1		EBI	HMBGC00008863	RiPPs	6544.0	5.0
GCF_00011359	Gut_colon	1		EBI	HMBGC00008864	RiPPs	12470.0	14.0
GCF_00011360	Gut_colon	1		EBI	HMBGC00008865	RiPPs	19823.0	22.0
GCF_00011361	Gut_colon	1		EBI	HMBGC00008866	RiPPs	10098.0	3.0
GCF_00011362	Gut_colon	1		EBI	HMBGC00008867	RiPPs	20570.0	17.0
GCF_00011363	Gut_colon	1		EBI	HMBGC00008868	RiPPs	10590.0	14.0
GCF_00011364	Gut_colon	1		EBI	HMBGC00008869	RiPPs	21344.0	19.0
GCF_00011365	Gut_colon	1		EBI	HMBGC00008870	RiPPs	16470.0	20.0
GCF_00011366	Gut_colon	1		EBI	HMBGC00008871	RiPPs	20573.0	26.0
GCF_00011367	Gut_colon	1		EBI	HMBGC00008872	RiPPs	21643.0	15.0
GCF_00011368	Gut_colon	1		EBI	HMBGC00008873	RiPPs	16744.0	16.0
GCF_00011369	Gut_colon	1		EBI	HMBGC00008874	RiPPs	15044.0	9.0
GCF_00011370	Gut_colon	1		EBI	HMBGC00008875	RiPPs	12036.0	12.0
GCF_00011371	Gut_colon	1		EBI	HMBGC00008876	RiPPs	15339.0	9.0
GCF_00011372	Gut_colon	1		EBI	HMBGC00008877	RiPPs	8456.0	9.0
GCF_00011373	Gut_colon	1		EBI	HMBGC00008878	RiPPs	20474.0	22.0
GCF_00011374	Gut_colon	1		EBI	HMBGC00008879	RiPPs	20282.0	13.0
GCF_00011375	Gut_colon	1		EBI	HMBGC00008880	RiPPs	11359.0	7.0
GCF_00011376	Gut_colon	1		EBI	HMBGC00008881	RiPPs	9981.0	8.0
GCF_00011377	Gut_colon	1		EBI	HMBGC00008882	RiPPs	23218.0	19.0
GCF_00011378	Gut_colon	1		EBI	HMBGC00008883	RiPPs	21428.0	21.0
GCF_00011379	Gut_colon	1		EBI	HMBGC00008884	RiPPs	10589.0	9.0
GCF_00011380	Gut_unclassified	1		EBI	HMBGC00008885	RiPPs	24498.0	24.0
GCF_00011381	Gut_unclassified	1		EBI	HMBGC00008886	RiPPs	21688.0	16.0
GCF_00011382	Gut_unclassified	1		EBI	HMBGC00008887	RiPPs	20310.0	19.0
GCF_00011383	Gut_colon	1		EBI	HMBGC00008888	RiPPs	20264.0	19.0
GCF_00011384	Gut_colon	1		EBI	HMBGC00008889	RiPPs	4003.0	5.0
GCF_00011385	Gut_colon	1		EBI	HMBGC00008890	RiPPs	20817.0	25.0
GCF_00011386	Gut_colon	1		EBI	HMBGC00008891	RiPPs	20258.0	20.0
GCF_00011387	Gut_colon	1		EBI	HMBGC00008892	RiPPs	16062.0	14.0
GCF_00011390	Gut_unclassified,Gut_colon	3		EBI	HMBGC00008895	RiPPs	20261.0	16.3
GCF_00011391	Gut_colon	1		EBI	HMBGC00008896	RiPPs	20715.0	21.0
GCF_00011392	Gut_colon	1		EBI	HMBGC00008897	RiPPs	21170.0	18.0
GCF_00011393	Gut_unclassified	1		EBI	HMBGC00008898	RiPPs	2751.0	6.0
GCF_00011394	Gut_unclassified	1		EBI	HMBGC00008899	RiPPs	10277.0	12.0
GCF_00011395	Gut_unclassified	1		EBI	HMBGC00008900	RiPPs	20285.0	15.0
GCF_00011396	Gut_unclassified	1		EBI	HMBGC00008901	RiPPs	20270.0	16.0
GCF_00011397	Gut_unclassified	1		EBI	HMBGC00008902	RiPPs	11885.0	7.0
GCF_00011398	Gut_colon	1		EBI	HMBGC00008903	RiPPs	7120.0	6.0
GCF_00011399	Gut_colon	1		EBI	HMBGC00008904	RiPPs	10348.0	11.0
GCF_00011400	Gut_unclassified	1		EBI	HMBGC00008905	RiPPs	8731.0	10.0
GCF_00011401	Gut_unclassified	1		EBI	HMBGC00008906	RiPPs	3623.0	4.0
GCF_00011402	Gut_unclassified	1		EBI	HMBGC00008907	RiPPs	20270.0	19.0
GCF_00011403	Gut_unclassified	1		EBI	HMBGC00008908	RiPPs	10158.0	10.0
GCF_00011404	Gut_unclassified	1		EBI	HMBGC00008909	RiPPs	6884.0	8.0
GCF_00011405	Gut_unclassified	1		EBI	HMBGC00008910	RiPPs	20267.0	15.0
GCF_00011406	Gut_unclassified	1		EBI	HMBGC00008911	RiPPs	10436.0	11.0
GCF_00011407	Gut_unclassified	1		EBI	HMBGC00008912	RiPPs	21398.0	20.0
GCF_00011408	Gut_unclassified	1		EBI	HMBGC00008913	RiPPs	19397.0	20.0
GCF_00011409	Gut_unclassified	1		EBI	HMBGC00008914	RiPPs	31253.0	27.0
GCF_00011410	Gut_unclassified	1		EBI	HMBGC00008915	RiPPs	14360.0	17.0
GCF_00011411	Gut_unclassified	1		EBI	HMBGC00008916	RiPPs	37070.0	46.0
GCF_00011412	Gut_unclassified	1		EBI	HMBGC00008917	RiPPs	18149.0	13.0
GCF_00011413	Gut_unclassified	1		EBI	HMBGC00008918	RiPPs	9247.0	9.0
GCF_00011414	Gut_unclassified	1		EBI	HMBGC00008919	RiPPs	10296.0	9.0
GCF_00011415	Gut_unclassified	1		EBI	HMBGC00008920	RiPPs	3022.0	3.0
GCF_00011416	Gut_unclassified	1		EBI	HMBGC00008921	RiPPs	2704.0	2.0
GCF_00011417	Gut_unclassified	1		EBI	HMBGC00008922	RiPPs	1832.0	3.0
GCF_00011418	Gut_unclassified	1		EBI	HMBGC00008923	RiPPs	22562.0	22.0
GCF_00011419	Gut_unclassified	2		EBI	HMBGC00008924	RiPPs	10483.5	9.5
GCF_00011421	Gut_unclassified	1		EBI	HMBGC00008926	RiPPs	10354.0	11.0
GCF_00011425	Gut_unclassified	1		EBI	HMBGC00008930	RiPPs	21619.0	18.0
GCF_00011426	Gut_colon	1		EBI	HMBGC00008931	RiPPs	12704.0	12.0
GCF_00011427	Gut_unclassified	1		EBI	HMBGC00008932	RiPPs	4959.0	4.0
GCF_00011428	Gut_unclassified	1		EBI	HMBGC00008933	RiPPs	12858.0	12.0
GCF_00011429	Gut_unclassified	1		EBI	HMBGC00008934	RiPPs	3205.0	3.0
GCF_00011430	Gut_unclassified	1		EBI	HMBGC00008935	RiPPs	14042.0	10.0
GCF_00011431	Gut_unclassified	1		EBI	HMBGC00008936	RiPPs	14318.0	14.0
GCF_00011432	Gut_unclassified	1		EBI	HMBGC00008937	RiPPs	2409.0	3.0
GCF_00011433	Gut_unclassified	1		EBI	HMBGC00008938	RiPPs	2033.0	2.0
GCF_00011434	Gut_unclassified	2		EBI	HMBGC00008939	RiPPs	16408.5	16.0
GCF_00011436	Gut_unclassified	1		EBI	HMBGC00008941	RiPPs	20285.0	18.0
GCF_00011437	Gut_unclassified	1		EBI	HMBGC00008942	RiPPs	2010.0	3.0
GCF_00011438	Gut_unclassified	1		EBI	HMBGC00008943	RiPPs	21425.0	16.0
GCF_00011439	Gut_unclassified	1		EBI	HMBGC00008944	RiPPs	21953.0	24.0
