genome_id	metagenome_id	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem	ecosystem_category	ecosystem_type	habitat	longitude	latitude
3300008486_24	3300008486	1650020	162	13047	0.0	1.0	1.0	22.0	82.11	3.76	63.31	MQ	OTU-5922	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__	Human	Digestive system	Human		
3300008486_25	3300008486	1579932	124	14489	0.0	0.0	0.0	30.0	62.07	0.0	62.07	MQ	OTU-15176	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	Human	Digestive system	Human		
3300008486_43	3300008486	813002	6	185855	1.0	1.0	1.0	39.0	65.1	0.85	60.85	MQ	OTU-2214	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA10027;s__	Human	Digestive system	Human		
3300008486_9	3300008486	2737938	134	33256	0.0	0.0	0.0	42.0	97.37	1.28	90.97	MQ	OTU-9640	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium durum	Human	Digestive system	Human		
3300008486_8	3300008486	2816673	200	22953	0.0	0.0	0.0	35.0	84.83	1.46	77.53	MQ	OTU-12318	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Lautropia;s__Lautropia mirabilis	Human	Digestive system	Human		
3300008486_7	3300008486	3040991	48	117367	0.0	1.0	0.0	37.0	91.35	0.0	91.35	MQ	OTU-971	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella loescheii	Human	Digestive system	Human		
3300008490_63	3300008490	667390	5	228392	0.0	0.0	0.0	36.0	63.74	0.0	63.74	MQ	OTU-9533	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__	Human	Digestive system	Human		
3300008490_9	3300008490	2292580	49	70878	1.0	1.0	1.0	43.0	89.08	1.13	83.43	MQ	OTU-920	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens	Human	Digestive system	Human		
3300008490_5	3300008490	2460577	164	23105	2.0	1.0	1.0	28.0	94.83	4.86	70.53	MQ	OTU-10685	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__GCF_000469505.1	Human	Digestive system	Human		
3300008490_15	3300008490	1970559	78	38248	0.0	2.0	1.0	38.0	80.02	0.74	76.32	MQ	OTU-1376	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__F0040;s__	Human	Digestive system	Human		
3300008490_44	3300008490	1087184	90	15870	1.0	1.0	1.0	4.0	69.86	1.16	64.06	MQ	OTU-2031	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__Eubacterium_B sulci	Human	Digestive system	Human		
3300008490_33	3300008490	1309145	163	9630	1.0	3.0	1.0	16.0	78.13	1.18	72.23	MQ	OTU-15720	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella maltaromaticum	Human	Digestive system	Human		
3300008490_31	3300008490	1444947	72	34553	1.0	1.0	1.0	44.0	86.14	0.0	86.14	MQ	OTU-2030	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus micronuciformis	Human	Digestive system	Human		
3300008490_16	3300008490	1947425	131	18942	1.0	1.0	0.0	32.0	95.01	1.13	89.36	MQ	OTU-2464	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A showae_A	Human	Digestive system	Human		
3300008490_17	3300008490	1840230	44	55842	1.0	0.0	0.0	38.0	68.97	1.72	60.37	MQ	OTU-5225	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__GCF_000599605.1	Human	Digestive system	Human		
3300008490_18	3300008490	1792042	184	11937	0.0	1.0	1.0	32.0	78.37	1.18	72.47	MQ	OTU-10769	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Human	Digestive system	Human		
3300008490_19	3300008490	1748814	38	73329	1.0	1.0	1.0	27.0	69.28	0.0	69.28	MQ	OTU-10770	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	Human	Digestive system	Human		
3300008490_55	3300008490	827040	2	698169	1.0	1.0	1.0	45.0	84.33	0.0	84.33	MQ	OTU-9464	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__	Human	Digestive system	Human		
3300008490_13	3300008490	2161902	46	74715	2.0	3.0	1.0	45.0	96.33	0.0	96.33	HQ	OTU-10766	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	Human	Digestive system	Human		
3300008490_4	3300008490	2641064	67	55873	1.0	1.0	2.0	43.0	98.65	0.19	97.7	HQ	OTU-17157	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__GCF_001717525.1	Human	Digestive system	Human		
3300008490_28	3300008490	1534195	78	45410	0.0	2.0	1.0	36.0	77.18	1.34	70.48	MQ	OTU-5243	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces graevenitzii	Human	Digestive system	Human		
3300008490_25	3300008490	1603572	197	10052	1.0	2.0	1.0	46.0	72.78	1.04	67.58	MQ	OTU-12046	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__	Human	Digestive system	Human		
3300008490_24	3300008490	1658852	28	82170	1.0	1.0	1.0	43.0	99.29	1.89	89.84	HQ	OTU-1061	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__	Human	Digestive system	Human		
3300008461_4	3300008461	3273832	431	8576	0.0	2.0	1.0	29.0	68.64	0.83	64.49	MQ	OTU-16537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Human	Digestive system	Human		
3300008461_6	3300008461	2686148	26	243900	1.0	1.0	1.0	47.0	97.28	0.0	97.28	HQ	OTU-13648	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Human	Digestive system	Human		
3300008461_3	3300008461	3966910	50	127132	0.0	5.0	4.0	44.0	94.47	0.37	92.62	MQ	OTU-1996	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Human	Digestive system	Human		
3300008461_2	3300008461	5243143	160	63359	1.0	5.0	4.0	40.0	70.52	1.72	61.92	MQ	OTU-16670	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Human	Digestive system	Human		
3300008461_8	3300008461	2271188	71	51999	1.0	1.0	1.0	47.0	98.78	2.69	85.33	HQ	OTU-12878	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-207;s__GCA_000436295.1	Human	Digestive system	Human		
3300008521_15	3300008521	1552973	104	28339	1.0	2.0	1.0	35.0	79.78	0.0	79.78	MQ	OTU-17343	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium periodonticum_C	Human	Digestive system	Human		
3300008521_11	3300008521	1781127	57	51323	1.0	1.0	1.0	41.0	100.0	2.86	85.7	HQ	OTU-14187	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__	Human	Digestive system	Human		
3300008521_13	3300008521	1631573	197	9553	1.0	1.0	0.0	23.0	68.44	1.38	61.54	MQ	OTU-15990	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__	Human	Digestive system	Human		
3300008521_12	3300008521	1645456	9	296638	0.0	1.0	0.0	28.0	58.11	0.0	58.11	MQ	OTU-14680	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis	Human	Digestive system	Human		
3300008521_7	3300008521	2188023	95	45090	1.0	3.0	1.0	33.0	99.4	0.6	96.4	HQ	OTU-9009	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella rogosae	Human	Digestive system	Human		
3300008521_6	3300008521	2207325	165	17162	0.0	2.0	4.0	36.0	87.1	4.78	63.2	MQ	OTU-9010	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	Human	Digestive system	Human		
3300008521_2	3300008521	2946948	31	157860	1.0	1.0	0.0	38.0	97.18	1.01	92.13	MQ	OTU-9013	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Human	Digestive system	Human		
3300008521_8	3300008521	1931482	69	37364	1.0	1.0	1.0	46.0	93.99	1.43	86.84	HQ	OTU-16478	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium argentoratense	Human	Digestive system	Human		
3300008521_24	3300008521	973649	10	207110	1.0	0.0	1.0	37.0	73.6	1.12	68.0	MQ	OTU-16994	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__;s__	Human	Digestive system	Human		
3300008521_27	3300008521	786053	149	5465	0.0	1.0	1.0	3.0	51.5	0.17	50.65	MQ	OTU-4772	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	Human	Digestive system	Human		
3300008521_9	3300008521	1864511	14	160062	0.0	0.0	0.0	30.0	100.0	0.0	100.0	MQ	OTU-11791	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__	Human	Digestive system	Human		
3300008412_6	3300008412	2208083	78	44424	1.0	0.0	0.0	44.0	98.06	0.81	94.01	MQ	OTU-16439	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__GCA-2749205;s__	Human	Digestive system	Human		
3300008412_5	3300008412	2635725	37	127742	1.0	2.0	1.0	45.0	99.26	0.34	97.56	HQ	OTU-12198	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intermedia	Human	Digestive system	Human		
3300008412_8	3300008412	2192360	39	113215	0.0	5.0	0.0	41.0	99.2	1.81	90.15	MQ	OTU-11208	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	Human	Digestive system	Human		
3300008412_25	3300008412	779298	44	25502	2.0	0.0	1.0	41.0	63.08	0.0	63.08	MQ	OTU-3925	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	Human	Digestive system	Human		
3300008412_26	3300008412	589411	88	7591	1.0	1.0	0.0	31.0	51.34	0.0	51.34	MQ	OTU-10199	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	Human	Digestive system	Human		
3300008412_23	3300008412	843358	66	16998	1.0	1.0	1.0	40.0	60.34	0.93	55.69	MQ	OTU-2214	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA10027;s__	Human	Digestive system	Human		
3300008412_22	3300008412	851622	9	125461	1.0	1.0	2.0	48.0	65.28	0.93	60.63	MQ	OTU-2121	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	Human	Digestive system	Human		
3300008412_4	3300008412	3726695	56	101720	1.0	2.0	1.0	50.0	99.32	0.08	98.92	HQ	OTU-1077	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella conceptionensis	Human	Digestive system	Human		
3300008412_7	3300008412	2228489	56	76252	2.0	1.0	2.0	44.0	94.72	0.31	93.17	HQ	OTU-15176	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	Human	Digestive system	Human		
3300008412_15	3300008412	1493590	270	5578	0.0	2.0	1.0	32.0	62.79	1.68	54.39	MQ	OTU-13299	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__	Human	Digestive system	Human		
3300008412_11	3300008412	1897402	18	144404	0.0	2.0	0.0	30.0	70.18	0.0	70.18	MQ	OTU-6459	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	Human	Digestive system	Human		
3300008412_12	3300008412	1775629	156	15946	0.0	1.0	0.0	34.0	93.72	0.02	93.62	MQ	OTU-2260	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula	Human	Digestive system	Human		
3300008335_8	3300008335	1841149	61	61359	0.0	3.0	0.0	36.0	88.92	2.04	78.72	MQ	OTU-2260	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula	Human	Digestive system	Human		
3300008335_4	3300008335	2073442	17	154222	0.0	1.0	0.0	42.0	99.43	3.98	79.53	MQ	OTU-11208	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	Human	Digestive system	Human		
3300008335_5	3300008335	2024147	35	84887	2.0	1.0	2.0	40.0	62.38	1.75	53.63	MQ	OTU-2130	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga gingivalis	Human	Digestive system	Human		
3300008335_6	3300008335	2006006	233	10366	0.0	0.0	0.0	35.0	86.69	0.87	82.34	MQ	OTU-341	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Neisseriaceae;g__Kingella_B;s__GCF_000160435.1	Human	Digestive system	Human		
3300008335_7	3300008335	1951386	18	147259	1.0	1.0	0.0	29.0	97.57	1.81	88.52	MQ	OTU-2471	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	Human	Digestive system	Human		
3300008335_2	3300008335	2475836	52	69137	0.0	2.0	1.0	42.0	89.52	1.55	81.77	MQ	OTU-6459	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	Human	Digestive system	Human		
3300008335_16	3300008335	871172	1	871172	1.0	1.0	1.0	43.0	56.81	0.85	52.56	MQ	OTU-13609	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__	Human	Digestive system	Human		
3300008335_3	3300008335	2205161	291	8760	0.0	2.0	0.0	41.0	80.07	1.73	71.42	MQ	OTU-9640	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium durum	Human	Digestive system	Human		
3300008518_33	3300008518	941379	148	7598	0.0	1.0	0.0	10.0	61.42	0.35	59.67	MQ	OTU-4772	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	Human	Digestive system	Human		
3300008518_35	3300008518	767201	34	30079	2.0	0.0	1.0	42.0	84.33	0.0	84.33	MQ	OTU-1428	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__	Human	Digestive system	Human		
3300008518_39	3300008518	708173	4	363715	1.0	1.0	1.0	41.0	65.53	0.0	65.53	MQ	OTU-17549	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	Human	Digestive system	Human		
3300008518_14	3300008518	1616860	212	8309	1.0	2.0	1.0	3.0	68.14	2.45	55.89	MQ	OTU-1893	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__	Human	Digestive system	Human		
3300008518_17	3300008518	1617071	111	23408	1.0	3.0	1.0	27.0	78.65	0.0	78.65	MQ	OTU-17343	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium periodonticum	Human	Digestive system	Human		
3300008518_13	3300008518	1726439	18	184183	2.0	0.0	0.0	40.0	99.86	0.0	99.86	MQ	OTU-5173	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__	Human	Digestive system	Human		
3300008518_19	3300008518	1485024	21	111177	0.0	0.0	0.0	24.0	55.9	0.0	55.9	MQ	OTU-17213	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__F0040;s__	Human	Digestive system	Human		
3300008518_4	3300008518	2737694	42	102430	1.0	1.0	1.0	39.0	99.05	0.0	99.05	HQ	OTU-7258	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	Human	Digestive system	Human		
3300008518_7	3300008518	2247256	24	143618	3.0	2.0	2.0	47.0	97.22	0.94	92.52	HQ	OTU-340	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp1	Human	Digestive system	Human		
3300008518_6	3300008518	2561050	42	127810	2.0	0.0	2.0	46.0	91.08	0.25	89.83	MQ	OTU-18025	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	Human	Digestive system	Human		
3300008518_1	3300008518	3135624	59	99341	1.0	1.0	1.0	40.0	97.3	0.0	97.3	HQ	OTU-4852	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica	Human	Digestive system	Human		
3300008518_3	3300008518	2818238	154	25463	1.0	0.0	0.0	35.0	93.68	1.13	88.03	MQ	OTU-12015	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella aurantiaca	Human	Digestive system	Human		
3300008518_8	3300008518	1850428	165	13845	1.0	1.0	1.0	20.0	80.79	2.81	66.74	MQ	OTU-10685	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__GCF_000469505.1	Human	Digestive system	Human		
3300008518_20	3300008518	1448627	186	8779	0.0	0.0	0.0	30.0	73.73	2.68	60.33	MQ	OTU-11446	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__	Human	Digestive system	Human		
3300008518_21	3300008518	1416306	153	10923	2.0	1.0	1.0	21.0	62.56	2.1	52.06	MQ	OTU-9009	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella rogosae	Human	Digestive system	Human		
3300008518_23	3300008518	1361475	80	27667	2.0	2.0	1.0	18.0	69.37	0.86	65.07	MQ	OTU-8087	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella sanguinis	Human	Digestive system	Human		
3300008518_11	3300008518	1829644	281	7267	1.0	0.0	2.0	16.0	74.53	2.59	61.58	MQ	OTU-11870	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__GCF_000287675.1	Human	Digestive system	Human		
3300008518_16	3300008518	1646575	168	11803	1.0	0.0	2.0	35.0	83.97	1.6	75.97	MQ	OTU-14109	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum;s__	Human	Digestive system	Human		
3300008518_10	3300008518	1953669	39	92232	0.0	0.0	0.0	37.0	99.51	0.12	98.91	MQ	OTU-14730	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_A	Human	Digestive system	Human		
3300008518_12	3300008518	1760151	224	8853	1.0	1.0	1.0	32.0	94.71	3.23	78.56	HQ	OTU-11791	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__;s__	Human	Digestive system	Human		
3300014770_7	3300014770	709088	84	10320	0.0	0.0	0.0	30.0	71.43	1.1	65.93	MQ	OTU-11079	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__Rs-D84;g__Rs-D84;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300014770_2	3300014770	3052005	459	7478	1.0	1.0	1.0	39.0	71.4	0.8	67.4	MQ	OTU-11090	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_15	3300029310	2157342	30	109214	1.0	2.0	1.0	45.0	95.75	0.0	95.75	HQ	OTU-11693	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-488;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_16	3300029310	2117150	176	14752	1.0	0.0	0.0	34.0	84.74	0.0	84.74	MQ	OTU-11694	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__GCA_001701165.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_12	3300029310	2292107	225	12564	1.0	3.0	1.0	39.0	84.79	1.53	77.14	MQ	OTU-13159	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UBA4224;s__GCA_002395695.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_13	3300029310	2286629	39	100602	0.0	2.0	0.0	50.0	96.99	0.63	93.84	MQ	OTU-11697	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_18	3300029310	1874744	211	10396	1.0	1.0	0.0	33.0	87.02	1.7	78.52	MQ	OTU-11701	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__DTU089;s__GCA_002440045.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_19	3300029310	1861839	117	19568	1.0	1.0	1.0	31.0	63.04	0.19	62.09	MQ	OTU-2564	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_32	3300029310	1000810	163	6847	0.0	0.0	0.0	19.0	61.4	0.7	57.9	MQ	OTU-8175	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-917;g__CAG-349;s__CAG-349 sp1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_33	3300029310	942991	7	233480	1.0	1.0	1.0	46.0	87.91	3.3	71.41	MQ	OTU-11079	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__Rs-D84;g__Rs-D84;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_30	3300029310	1034880	110	11294	1.0	0.0	0.0	23.0	88.22	0.0	88.22	MQ	OTU-11080	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__UBA3637;g__;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_22	3300029310	1727339	276	6791	0.0	1.0	0.0	16.0	71.68	0.34	69.98	MQ	OTU-16095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__GCA_900066885.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_6	3300029310	2950732	48	84328	1.0	0.0	1.0	54.0	98.91	0.54	96.21	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_7	3300029310	2830985	167	23031	0.0	2.0	1.0	36.0	92.57	0.0	92.57	MQ	OTU-8634	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__GCA_002299705.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_4	3300029310	4838703	123	125089	1.0	2.0	0.0	70.0	98.99	1.03	93.84	MQ	OTU-11090	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_24	3300029310	1685423	260	6886	1.0	1.0	0.0	20.0	62.73	1.13	57.08	MQ	OTU-16220	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_27	3300029310	1431879	241	6588	0.0	0.0	0.0	14.0	58.03	1.42	50.93	MQ	OTU-15582	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__GCA_000435615.1	Human	Digestive system	Human fecal	35.0829	-3.63476
3300029310_26	3300029310	1454013	203	7673	0.0	0.0	0.0	29.0	55.12	0.66	51.82	MQ	OTU-1670	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__	Human	Digestive system	Human fecal	35.0829	-3.63476
